case:concept:name,concept:name,time:start,time:end,case:dims,case:threads
V1R29,"matmul(T_AB,C)",1652347209.350431,1652347209.35054,"[300, 4000, 30, 320, 3000]",4
V1R29,"matmul(T_ABC,D)",1652347209.35054,1652347209.354857,"[300, 4000, 30, 320, 3000]",4
V1R25,"matmul(A,B)",1652347209.356308,1652347209.357665,"[300, 4000, 30, 320, 3000]",4
V1R25,"matmul(T_AB,C)",1652347209.357665,1652347209.357813,"[300, 4000, 30, 320, 3000]",4
V1R25,"matmul(T_ABC,D)",1652347209.357813,1652347209.362674,"[300, 4000, 30, 320, 3000]",4
V2R0,"matmul(B,C)",1652347209.3647,1652347209.365932,"[300, 4000, 30, 320, 3000]",4
V2R0,"matmul(A,T_BC)",1652347209.365932,1652347209.371834,"[300, 4000, 30, 320, 3000]",4
V2R0,"matmul(T_ABC,D)",1652347209.371834,1652347209.376976,"[300, 4000, 30, 320, 3000]",4
V5R2,"matmul(A,B)",1652347209.378456,1652347209.379756,"[300, 4000, 30, 320, 3000]",4
V5R2,"matmul(C,D)",1652347209.379756,1652347209.379758,"[300, 4000, 30, 320, 3000]",4
V5R2,"matmul(T_AB,T_CD)",1652347209.379758,1652347209.380767,"[300, 4000, 30, 320, 3000]",4
V1R69,"matmul(A,B)",1652347209.38195,1652347209.382907,"[300, 4000, 30, 320, 3000]",4
V1R69,"matmul(T_AB,C)",1652347209.382907,1652347209.383036,"[300, 4000, 30, 320, 3000]",4
V1R69,"matmul(T_ABC,D)",1652347209.383036,1652347209.387972,"[300, 4000, 30, 320, 3000]",4
V5R26,"matmul(A,B)",1652347209.389471,1652347209.391818,"[300, 4000, 30, 320, 3000]",4
V5R26,"matmul(C,D)",1652347209.391818,1652347209.39182,"[300, 4000, 30, 320, 3000]",4
V5R26,"matmul(T_AB,T_CD)",1652347209.39182,1652347209.393049,"[300, 4000, 30, 320, 3000]",4
V1R30,"matmul(A,B)",1652347209.394528,1652347209.39566,"[300, 4000, 30, 320, 3000]",4
V1R30,"matmul(T_AB,C)",1652347209.39566,1652347209.395808,"[300, 4000, 30, 320, 3000]",4
V1R30,"matmul(T_ABC,D)",1652347209.395808,1652347209.400654,"[300, 4000, 30, 320, 3000]",4
V3R11,"matmul(B,C)",1652347209.402124,1652347209.403159,"[300, 4000, 30, 320, 3000]",4
V3R11,"matmul(T_BC,D)",1652347209.403159,1652347209.458254,"[300, 4000, 30, 320, 3000]",4
V3R11,"matmul(A,T_BCD)",1652347209.458254,1652347209.524591,"[300, 4000, 30, 320, 3000]",4
V5R45,"matmul(A,B)",1652347209.526363,1652347209.5279,"[300, 4000, 30, 320, 3000]",4
V5R45,"matmul(C,D)",1652347209.5279,1652347209.527902,"[300, 4000, 30, 320, 3000]",4
V5R45,"matmul(T_AB,T_CD)",1652347209.527902,1652347209.528697,"[300, 4000, 30, 320, 3000]",4
V4R56,"matmul(C,D)",1652347209.530344,1652347209.531329,"[300, 4000, 30, 320, 3000]",4
V4R56,"matmul(B,T_CD)",1652347209.531329,1652347209.539293,"[300, 4000, 30, 320, 3000]",4
V4R56,"matmul(A,T_BCD)",1652347209.539293,1652347209.59955,"[300, 4000, 30, 320, 3000]",4
V5R35,"matmul(A,B)",1652347209.600793,1652347209.602201,"[300, 4000, 30, 320, 3000]",4
V5R35,"matmul(C,D)",1652347209.602201,1652347209.602203,"[300, 4000, 30, 320, 3000]",4
V5R35,"matmul(T_AB,T_CD)",1652347209.602203,1652347209.602683,"[300, 4000, 30, 320, 3000]",4
V1R46,"matmul(A,B)",1652347209.603848,1652347209.604584,"[300, 4000, 30, 320, 3000]",4
V1R46,"matmul(T_AB,C)",1652347209.604584,1652347209.604754,"[300, 4000, 30, 320, 3000]",4
V1R46,"matmul(T_ABC,D)",1652347209.604754,1652347209.610103,"[300, 4000, 30, 320, 3000]",4
V2R28,"matmul(B,C)",1652347209.611673,1652347209.612769,"[300, 4000, 30, 320, 3000]",4
V2R28,"matmul(A,T_BC)",1652347209.612769,1652347209.619212,"[300, 4000, 30, 320, 3000]",4
V2R28,"matmul(T_ABC,D)",1652347209.619212,1652347209.624023,"[300, 4000, 30, 320, 3000]",4
V4R23,"matmul(C,D)",1652347209.625859,1652347209.627332,"[300, 4000, 30, 320, 3000]",4
V4R23,"matmul(B,T_CD)",1652347209.627332,1652347209.634959,"[300, 4000, 30, 320, 3000]",4
V4R23,"matmul(A,T_BCD)",1652347209.634959,1652347209.694239,"[300, 4000, 30, 320, 3000]",4
V4R33,"matmul(C,D)",1652347209.695476,1652347209.696254,"[300, 4000, 30, 320, 3000]",4
V4R33,"matmul(B,T_CD)",1652347209.696254,1652347209.702883,"[300, 4000, 30, 320, 3000]",4
V4R33,"matmul(A,T_BCD)",1652347209.702883,1652347209.763759,"[300, 4000, 30, 320, 3000]",4
V4R3,"matmul(C,D)",1652347209.764657,1652347209.765521,"[300, 4000, 30, 320, 3000]",4
V4R3,"matmul(B,T_CD)",1652347209.765521,1652347209.772538,"[300, 4000, 30, 320, 3000]",4
V4R3,"matmul(A,T_BCD)",1652347209.772538,1652347209.833523,"[300, 4000, 30, 320, 3000]",4
V3R58,"matmul(B,C)",1652347209.834764,1652347209.835821,"[300, 4000, 30, 320, 3000]",4
V3R58,"matmul(T_BC,D)",1652347209.835821,1652347209.884455,"[300, 4000, 30, 320, 3000]",4
V3R58,"matmul(A,T_BCD)",1652347209.884455,1652347209.943814,"[300, 4000, 30, 320, 3000]",4
V1R39,"matmul(A,B)",1652347209.94475,1652347209.945512,"[300, 4000, 30, 320, 3000]",4
V1R39,"matmul(T_AB,C)",1652347209.945512,1652347209.945636,"[300, 4000, 30, 320, 3000]",4
V1R39,"matmul(T_ABC,D)",1652347209.945636,1652347209.950295,"[300, 4000, 30, 320, 3000]",4
V5R54,"matmul(A,B)",1652347209.951452,1652347209.952821,"[300, 4000, 30, 320, 3000]",4
V5R54,"matmul(C,D)",1652347209.952821,1652347209.952824,"[300, 4000, 30, 320, 3000]",4
V5R54,"matmul(T_AB,T_CD)",1652347209.952824,1652347209.953512,"[300, 4000, 30, 320, 3000]",4
V2R58,"matmul(B,C)",1652347209.955587,1652347209.956514,"[300, 4000, 30, 320, 3000]",4
V2R58,"matmul(A,T_BC)",1652347209.956514,1652347209.963795,"[300, 4000, 30, 320, 3000]",4
V2R58,"matmul(T_ABC,D)",1652347209.963795,1652347209.968532,"[300, 4000, 30, 320, 3000]",4
V2R2,"matmul(B,C)",1652347209.970209,1652347209.971001,"[300, 4000, 30, 320, 3000]",4
V2R2,"matmul(A,T_BC)",1652347209.971001,1652347209.977819,"[300, 4000, 30, 320, 3000]",4
V2R2,"matmul(T_ABC,D)",1652347209.977819,1652347209.983034,"[300, 4000, 30, 320, 3000]",4
V3R67,"matmul(B,C)",1652347209.984503,1652347209.985269,"[300, 4000, 30, 320, 3000]",4
V3R67,"matmul(T_BC,D)",1652347209.985269,1652347210.045933,"[300, 4000, 30, 320, 3000]",4
V3R67,"matmul(A,T_BCD)",1652347210.045933,1652347210.105814,"[300, 4000, 30, 320, 3000]",4
V3R37,"matmul(B,C)",1652347210.107122,1652347210.108433,"[300, 4000, 30, 320, 3000]",4
V3R37,"matmul(T_BC,D)",1652347210.108433,1652347210.167352,"[300, 4000, 30, 320, 3000]",4
V3R37,"matmul(A,T_BCD)",1652347210.167352,1652347210.227613,"[300, 4000, 30, 320, 3000]",4
V1R6,"matmul(A,B)",1652347210.229168,1652347210.230264,"[300, 4000, 30, 320, 3000]",4
V1R6,"matmul(T_AB,C)",1652347210.230264,1652347210.230444,"[300, 4000, 30, 320, 3000]",4
V1R6,"matmul(T_ABC,D)",1652347210.230444,1652347210.236495,"[300, 4000, 30, 320, 3000]",4
V3R28,"matmul(B,C)",1652347210.237683,1652347210.238556,"[300, 4000, 30, 320, 3000]",4
V3R28,"matmul(T_BC,D)",1652347210.238556,1652347210.294863,"[300, 4000, 30, 320, 3000]",4
V3R28,"matmul(A,T_BCD)",1652347210.294863,1652347210.35475,"[300, 4000, 30, 320, 3000]",4
V2R22,"matmul(B,C)",1652347210.356511,1652347210.357454,"[300, 4000, 30, 320, 3000]",4
V2R22,"matmul(A,T_BC)",1652347210.357454,1652347210.364438,"[300, 4000, 30, 320, 3000]",4
V2R22,"matmul(T_ABC,D)",1652347210.364438,1652347210.369345,"[300, 4000, 30, 320, 3000]",4
V5R6,"matmul(A,B)",1652347210.370661,1652347210.372352,"[300, 4000, 30, 320, 3000]",4
V5R6,"matmul(C,D)",1652347210.372352,1652347210.372354,"[300, 4000, 30, 320, 3000]",4
V5R6,"matmul(T_AB,T_CD)",1652347210.372354,1652347210.373228,"[300, 4000, 30, 320, 3000]",4
V4R36,"matmul(C,D)",1652347210.375333,1652347210.376239,"[300, 4000, 30, 320, 3000]",4
V4R36,"matmul(B,T_CD)",1652347210.376239,1652347210.383934,"[300, 4000, 30, 320, 3000]",4
V4R36,"matmul(A,T_BCD)",1652347210.383934,1652347210.444491,"[300, 4000, 30, 320, 3000]",4
V1R31,"matmul(A,B)",1652347210.445729,1652347210.446782,"[300, 4000, 30, 320, 3000]",4
V1R31,"matmul(T_AB,C)",1652347210.446782,1652347210.447304,"[300, 4000, 30, 320, 3000]",4
V1R31,"matmul(T_ABC,D)",1652347210.447304,1652347210.452885,"[300, 4000, 30, 320, 3000]",4
V2R15,"matmul(B,C)",1652347210.454985,1652347210.455896,"[300, 4000, 30, 320, 3000]",4
V2R15,"matmul(A,T_BC)",1652347210.455896,1652347210.462671,"[300, 4000, 30, 320, 3000]",4
V2R15,"matmul(T_ABC,D)",1652347210.462671,1652347210.467637,"[300, 4000, 30, 320, 3000]",4
V4R32,"matmul(C,D)",1652347210.469647,1652347210.47116,"[300, 4000, 30, 320, 3000]",4
V4R32,"matmul(B,T_CD)",1652347210.47116,1652347210.479332,"[300, 4000, 30, 320, 3000]",4
V4R32,"matmul(A,T_BCD)",1652347210.479332,1652347210.550327,"[300, 4000, 30, 320, 3000]",4
V5R16,"matmul(A,B)",1652347210.551671,1652347210.553556,"[300, 4000, 30, 320, 3000]",4
V5R16,"matmul(C,D)",1652347210.553556,1652347210.553558,"[300, 4000, 30, 320, 3000]",4
V5R16,"matmul(T_AB,T_CD)",1652347210.553558,1652347210.554591,"[300, 4000, 30, 320, 3000]",4
V1R63,"matmul(A,B)",1652347210.556316,1652347210.557597,"[300, 4000, 30, 320, 3000]",4
V1R63,"matmul(T_AB,C)",1652347210.557597,1652347210.557901,"[300, 4000, 30, 320, 3000]",4
V1R63,"matmul(T_ABC,D)",1652347210.557901,1652347210.563158,"[300, 4000, 30, 320, 3000]",4
V2R25,"matmul(B,C)",1652347210.564908,1652347210.565859,"[300, 4000, 30, 320, 3000]",4
V2R25,"matmul(A,T_BC)",1652347210.565859,1652347210.574616,"[300, 4000, 30, 320, 3000]",4
V2R25,"matmul(T_ABC,D)",1652347210.574616,1652347210.580027,"[300, 4000, 30, 320, 3000]",4
V3R30,"matmul(B,C)",1652347210.582023,1652347210.583051,"[300, 4000, 30, 320, 3000]",4
V3R30,"matmul(T_BC,D)",1652347210.583051,1652347210.653794,"[300, 4000, 30, 320, 3000]",4
V3R30,"matmul(A,T_BCD)",1652347210.653794,1652347210.722746,"[300, 4000, 30, 320, 3000]",4
V4R69,"matmul(C,D)",1652347210.724906,1652347210.727812,"[300, 4000, 30, 320, 3000]",4
V4R69,"matmul(B,T_CD)",1652347210.727812,1652347210.737368,"[300, 4000, 30, 320, 3000]",4
V4R69,"matmul(A,T_BCD)",1652347210.737368,1652347210.816184,"[300, 4000, 30, 320, 3000]",4
V3R54,"matmul(B,C)",1652347210.817219,1652347210.819049,"[300, 4000, 30, 320, 3000]",4
V3R54,"matmul(T_BC,D)",1652347210.819049,1652347210.883649,"[300, 4000, 30, 320, 3000]",4
V3R54,"matmul(A,T_BCD)",1652347210.883649,1652347210.976766,"[300, 4000, 30, 320, 3000]",4
V2R68,"matmul(B,C)",1652347210.978207,1652347210.979727,"[300, 4000, 30, 320, 3000]",4
V2R68,"matmul(A,T_BC)",1652347210.979727,1652347210.987201,"[300, 4000, 30, 320, 3000]",4
V2R68,"matmul(T_ABC,D)",1652347210.987201,1652347210.992319,"[300, 4000, 30, 320, 3000]",4
V2R3,"matmul(B,C)",1652347210.994395,1652347210.995656,"[300, 4000, 30, 320, 3000]",4
V2R3,"matmul(A,T_BC)",1652347210.995656,1652347211.003471,"[300, 4000, 30, 320, 3000]",4
V2R3,"matmul(T_ABC,D)",1652347211.003471,1652347211.010029,"[300, 4000, 30, 320, 3000]",4
V3R40,"matmul(B,C)",1652347211.01231,1652347211.013454,"[300, 4000, 30, 320, 3000]",4
V3R40,"matmul(T_BC,D)",1652347211.013454,1652347211.078674,"[300, 4000, 30, 320, 3000]",4
V3R40,"matmul(A,T_BCD)",1652347211.078674,1652347211.147345,"[300, 4000, 30, 320, 3000]",4
V1R52,"matmul(A,B)",1652347211.149548,1652347211.150481,"[300, 4000, 30, 320, 3000]",4
V1R52,"matmul(T_AB,C)",1652347211.150481,1652347211.150654,"[300, 4000, 30, 320, 3000]",4
V1R52,"matmul(T_ABC,D)",1652347211.150654,1652347211.155778,"[300, 4000, 30, 320, 3000]",4
V4R13,"matmul(C,D)",1652347211.158004,1652347211.159999,"[300, 4000, 30, 320, 3000]",4
V4R13,"matmul(B,T_CD)",1652347211.159999,1652347211.170255,"[300, 4000, 30, 320, 3000]",4
V4R13,"matmul(A,T_BCD)",1652347211.170255,1652347211.239521,"[300, 4000, 30, 320, 3000]",4
V4R47,"matmul(C,D)",1652347211.241041,1652347211.242168,"[300, 4000, 30, 320, 3000]",4
V4R47,"matmul(B,T_CD)",1652347211.242168,1652347211.249691,"[300, 4000, 30, 320, 3000]",4
V4R47,"matmul(A,T_BCD)",1652347211.249691,1652347211.315607,"[300, 4000, 30, 320, 3000]",4
V3R55,"matmul(B,C)",1652347211.317791,1652347211.318646,"[300, 4000, 30, 320, 3000]",4
V3R55,"matmul(T_BC,D)",1652347211.318646,1652347211.37696,"[300, 4000, 30, 320, 3000]",4
V3R55,"matmul(A,T_BCD)",1652347211.37696,1652347211.437955,"[300, 4000, 30, 320, 3000]",4
V5R52,"matmul(A,B)",1652347211.438888,1652347211.440326,"[300, 4000, 30, 320, 3000]",4
V5R52,"matmul(C,D)",1652347211.440326,1652347211.440328,"[300, 4000, 30, 320, 3000]",4
V5R52,"matmul(T_AB,T_CD)",1652347211.440328,1652347211.441023,"[300, 4000, 30, 320, 3000]",4
V4R31,"matmul(C,D)",1652347211.442221,1652347211.44316,"[300, 4000, 30, 320, 3000]",4
V4R31,"matmul(B,T_CD)",1652347211.44316,1652347211.449821,"[300, 4000, 30, 320, 3000]",4
V4R31,"matmul(A,T_BCD)",1652347211.449821,1652347211.510123,"[300, 4000, 30, 320, 3000]",4
V2R57,"matmul(B,C)",1652347211.511369,1652347211.512293,"[300, 4000, 30, 320, 3000]",4
V2R57,"matmul(A,T_BC)",1652347211.512293,1652347211.519339,"[300, 4000, 30, 320, 3000]",4
V2R57,"matmul(T_ABC,D)",1652347211.519339,1652347211.524278,"[300, 4000, 30, 320, 3000]",4
V5R46,"matmul(A,B)",1652347211.525652,1652347211.527156,"[300, 4000, 30, 320, 3000]",4
V5R46,"matmul(C,D)",1652347211.527156,1652347211.527158,"[300, 4000, 30, 320, 3000]",4
V5R46,"matmul(T_AB,T_CD)",1652347211.527158,1652347211.527853,"[300, 4000, 30, 320, 3000]",4
V3R59,"matmul(B,C)",1652347211.529483,1652347211.530357,"[300, 4000, 30, 320, 3000]",4
V3R59,"matmul(T_BC,D)",1652347211.530357,1652347211.585036,"[300, 4000, 30, 320, 3000]",4
V3R59,"matmul(A,T_BCD)",1652347211.585036,1652347211.645287,"[300, 4000, 30, 320, 3000]",4
V5R28,"matmul(A,B)",1652347211.64662,1652347211.648349,"[300, 4000, 30, 320, 3000]",4
V5R28,"matmul(C,D)",1652347211.648349,1652347211.648351,"[300, 4000, 30, 320, 3000]",4
V5R28,"matmul(T_AB,T_CD)",1652347211.648351,1652347211.649179,"[300, 4000, 30, 320, 3000]",4
V1R38,"matmul(A,B)",1652347211.650375,1652347211.65114,"[300, 4000, 30, 320, 3000]",4
V1R38,"matmul(T_AB,C)",1652347211.65114,1652347211.651232,"[300, 4000, 30, 320, 3000]",4
V1R38,"matmul(T_ABC,D)",1652347211.651232,1652347211.656435,"[300, 4000, 30, 320, 3000]",4
V3R52,"matmul(B,C)",1652347211.657591,1652347211.658427,"[300, 4000, 30, 320, 3000]",4
V3R52,"matmul(T_BC,D)",1652347211.658427,1652347211.716013,"[300, 4000, 30, 320, 3000]",4
V3R52,"matmul(A,T_BCD)",1652347211.716013,1652347211.775509,"[300, 4000, 30, 320, 3000]",4
V4R64,"matmul(C,D)",1652347211.777309,1652347211.778142,"[300, 4000, 30, 320, 3000]",4
V4R64,"matmul(B,T_CD)",1652347211.778142,1652347211.784901,"[300, 4000, 30, 320, 3000]",4
V4R64,"matmul(A,T_BCD)",1652347211.784901,1652347211.845987,"[300, 4000, 30, 320, 3000]",4
V1R62,"matmul(A,B)",1652347211.847264,1652347211.848046,"[300, 4000, 30, 320, 3000]",4
V1R62,"matmul(T_AB,C)",1652347211.848046,1652347211.848209,"[300, 4000, 30, 320, 3000]",4
V1R62,"matmul(T_ABC,D)",1652347211.848209,1652347211.853256,"[300, 4000, 30, 320, 3000]",4
V1R35,"matmul(A,B)",1652347211.854901,1652347211.855675,"[300, 4000, 30, 320, 3000]",4
V1R35,"matmul(T_AB,C)",1652347211.855675,1652347211.855807,"[300, 4000, 30, 320, 3000]",4
V1R35,"matmul(T_ABC,D)",1652347211.855807,1652347211.860815,"[300, 4000, 30, 320, 3000]",4
V3R31,"matmul(B,C)",1652347211.8624,1652347211.863335,"[300, 4000, 30, 320, 3000]",4
V3R31,"matmul(T_BC,D)",1652347211.863335,1652347211.921167,"[300, 4000, 30, 320, 3000]",4
V3R31,"matmul(A,T_BCD)",1652347211.921167,1652347211.978476,"[300, 4000, 30, 320, 3000]",4
V4R28,"matmul(C,D)",1652347211.980247,1652347211.981217,"[300, 4000, 30, 320, 3000]",4
V4R28,"matmul(B,T_CD)",1652347211.981217,1652347211.988543,"[300, 4000, 30, 320, 3000]",4
V4R28,"matmul(A,T_BCD)",1652347211.988543,1652347212.046279,"[300, 4000, 30, 320, 3000]",4
V2R13,"matmul(B,C)",1652347212.047499,1652347212.048358,"[300, 4000, 30, 320, 3000]",4
V2R13,"matmul(A,T_BC)",1652347212.048358,1652347212.054702,"[300, 4000, 30, 320, 3000]",4
V2R13,"matmul(T_ABC,D)",1652347212.054702,1652347212.0597,"[300, 4000, 30, 320, 3000]",4
V1R13,"matmul(A,B)",1652347212.061277,1652347212.062015,"[300, 4000, 30, 320, 3000]",4
V1R13,"matmul(T_AB,C)",1652347212.062015,1652347212.062149,"[300, 4000, 30, 320, 3000]",4
V1R13,"matmul(T_ABC,D)",1652347212.062149,1652347212.066574,"[300, 4000, 30, 320, 3000]",4
V1R12,"matmul(A,B)",1652347212.067888,1652347212.068649,"[300, 4000, 30, 320, 3000]",4
V1R12,"matmul(T_AB,C)",1652347212.068649,1652347212.068762,"[300, 4000, 30, 320, 3000]",4
V1R12,"matmul(T_ABC,D)",1652347212.068762,1652347212.073384,"[300, 4000, 30, 320, 3000]",4
V5R34,"matmul(A,B)",1652347212.074939,1652347212.076298,"[300, 4000, 30, 320, 3000]",4
V5R34,"matmul(C,D)",1652347212.076298,1652347212.0763,"[300, 4000, 30, 320, 3000]",4
V5R34,"matmul(T_AB,T_CD)",1652347212.0763,1652347212.076944,"[300, 4000, 30, 320, 3000]",4
V4R50,"matmul(C,D)",1652347212.078419,1652347212.079144,"[300, 4000, 30, 320, 3000]",4
V4R50,"matmul(B,T_CD)",1652347212.079144,1652347212.085982,"[300, 4000, 30, 320, 3000]",4
V4R50,"matmul(A,T_BCD)",1652347212.085982,1652347212.149141,"[300, 4000, 30, 320, 3000]",4
V3R43,"matmul(B,C)",1652347212.150068,1652347212.150855,"[300, 4000, 30, 320, 3000]",4
V3R43,"matmul(T_BC,D)",1652347212.150855,1652347212.206195,"[300, 4000, 30, 320, 3000]",4
V3R43,"matmul(A,T_BCD)",1652347212.206195,1652347212.265033,"[300, 4000, 30, 320, 3000]",4
V3R38,"matmul(B,C)",1652347212.266294,1652347212.267088,"[300, 4000, 30, 320, 3000]",4
V3R38,"matmul(T_BC,D)",1652347212.267088,1652347212.323191,"[300, 4000, 30, 320, 3000]",4
V3R38,"matmul(A,T_BCD)",1652347212.323191,1652347212.377523,"[300, 4000, 30, 320, 3000]",4
V2R16,"matmul(B,C)",1652347212.378626,1652347212.37947,"[300, 4000, 30, 320, 3000]",4
V2R16,"matmul(A,T_BC)",1652347212.37947,1652347212.385688,"[300, 4000, 30, 320, 3000]",4
V2R16,"matmul(T_ABC,D)",1652347212.385688,1652347212.391026,"[300, 4000, 30, 320, 3000]",4
V5R23,"matmul(A,B)",1652347212.392638,1652347212.393962,"[300, 4000, 30, 320, 3000]",4
V5R23,"matmul(C,D)",1652347212.393962,1652347212.393964,"[300, 4000, 30, 320, 3000]",4
V5R23,"matmul(T_AB,T_CD)",1652347212.393964,1652347212.394606,"[300, 4000, 30, 320, 3000]",4
V4R37,"matmul(C,D)",1652347212.395757,1652347212.398037,"[300, 4000, 30, 320, 3000]",4
V4R37,"matmul(B,T_CD)",1652347212.398037,1652347212.40478,"[300, 4000, 30, 320, 3000]",4
V4R37,"matmul(A,T_BCD)",1652347212.40478,1652347212.464169,"[300, 4000, 30, 320, 3000]",4
V5R48,"matmul(A,B)",1652347212.465337,1652347212.466738,"[300, 4000, 30, 320, 3000]",4
V5R48,"matmul(C,D)",1652347212.466738,1652347212.46674,"[300, 4000, 30, 320, 3000]",4
V5R48,"matmul(T_AB,T_CD)",1652347212.46674,1652347212.467285,"[300, 4000, 30, 320, 3000]",4
V5R65,"matmul(A,B)",1652347212.468778,1652347212.470219,"[300, 4000, 30, 320, 3000]",4
V5R65,"matmul(C,D)",1652347212.470219,1652347212.470221,"[300, 4000, 30, 320, 3000]",4
V5R65,"matmul(T_AB,T_CD)",1652347212.470221,1652347212.470777,"[300, 4000, 30, 320, 3000]",4
V1R49,"matmul(A,B)",1652347212.472373,1652347212.473107,"[300, 4000, 30, 320, 3000]",4
V1R49,"matmul(T_AB,C)",1652347212.473107,1652347212.473225,"[300, 4000, 30, 320, 3000]",4
V1R49,"matmul(T_ABC,D)",1652347212.473225,1652347212.477959,"[300, 4000, 30, 320, 3000]",4
V5R67,"matmul(A,B)",1652347212.479104,1652347212.480478,"[300, 4000, 30, 320, 3000]",4
V5R67,"matmul(C,D)",1652347212.480478,1652347212.48048,"[300, 4000, 30, 320, 3000]",4
V5R67,"matmul(T_AB,T_CD)",1652347212.48048,1652347212.481099,"[300, 4000, 30, 320, 3000]",4
V5R19,"matmul(A,B)",1652347212.482683,1652347212.484016,"[300, 4000, 30, 320, 3000]",4
V5R19,"matmul(C,D)",1652347212.484016,1652347212.484018,"[300, 4000, 30, 320, 3000]",4
V5R19,"matmul(T_AB,T_CD)",1652347212.484018,1652347212.484608,"[300, 4000, 30, 320, 3000]",4
V4R4,"matmul(C,D)",1652347212.486222,1652347212.486952,"[300, 4000, 30, 320, 3000]",4
V4R4,"matmul(B,T_CD)",1652347212.486952,1652347212.493551,"[300, 4000, 30, 320, 3000]",4
V4R4,"matmul(A,T_BCD)",1652347212.493551,1652347212.552794,"[300, 4000, 30, 320, 3000]",4
V4R26,"matmul(C,D)",1652347212.553789,1652347212.554747,"[300, 4000, 30, 320, 3000]",4
V4R26,"matmul(B,T_CD)",1652347212.554747,1652347212.56283,"[300, 4000, 30, 320, 3000]",4
V4R26,"matmul(A,T_BCD)",1652347212.56283,1652347212.634279,"[300, 4000, 30, 320, 3000]",4
V2R14,"matmul(B,C)",1652347212.635829,1652347212.637142,"[300, 4000, 30, 320, 3000]",4
V2R14,"matmul(A,T_BC)",1652347212.637142,1652347212.644551,"[300, 4000, 30, 320, 3000]",4
V2R14,"matmul(T_ABC,D)",1652347212.644551,1652347212.651222,"[300, 4000, 30, 320, 3000]",4
V4R65,"matmul(C,D)",1652347212.653364,1652347212.654559,"[300, 4000, 30, 320, 3000]",4
V4R65,"matmul(B,T_CD)",1652347212.654559,1652347212.664347,"[300, 4000, 30, 320, 3000]",4
V4R65,"matmul(A,T_BCD)",1652347212.664347,1652347212.73329,"[300, 4000, 30, 320, 3000]",4
V5R43,"matmul(A,B)",1652347212.734812,1652347212.736625,"[300, 4000, 30, 320, 3000]",4
V5R43,"matmul(C,D)",1652347212.736625,1652347212.736628,"[300, 4000, 30, 320, 3000]",4
V5R43,"matmul(T_AB,T_CD)",1652347212.736628,1652347212.737599,"[300, 4000, 30, 320, 3000]",4
V2R10,"matmul(B,C)",1652347212.739458,1652347212.740794,"[300, 4000, 30, 320, 3000]",4
V2R10,"matmul(A,T_BC)",1652347212.740794,1652347212.746941,"[300, 4000, 30, 320, 3000]",4
V2R10,"matmul(T_ABC,D)",1652347212.746941,1652347212.753646,"[300, 4000, 30, 320, 3000]",4
V4R40,"matmul(C,D)",1652347212.756286,1652347212.757913,"[300, 4000, 30, 320, 3000]",4
V4R40,"matmul(B,T_CD)",1652347212.757913,1652347212.767918,"[300, 4000, 30, 320, 3000]",4
V4R40,"matmul(A,T_BCD)",1652347212.767918,1652347212.847469,"[300, 4000, 30, 320, 3000]",4
V2R63,"matmul(B,C)",1652347212.848783,1652347212.849639,"[300, 4000, 30, 320, 3000]",4
V2R63,"matmul(A,T_BC)",1652347212.849639,1652347212.856928,"[300, 4000, 30, 320, 3000]",4
V2R63,"matmul(T_ABC,D)",1652347212.856928,1652347212.863094,"[300, 4000, 30, 320, 3000]",4
V2R55,"matmul(B,C)",1652347212.866209,1652347212.867265,"[300, 4000, 30, 320, 3000]",4
V2R55,"matmul(A,T_BC)",1652347212.867265,1652347212.875443,"[300, 4000, 30, 320, 3000]",4
V2R55,"matmul(T_ABC,D)",1652347212.875443,1652347212.881161,"[300, 4000, 30, 320, 3000]",4
V4R57,"matmul(C,D)",1652347212.883399,1652347212.884684,"[300, 4000, 30, 320, 3000]",4
V4R57,"matmul(B,T_CD)",1652347212.884684,1652347212.89244,"[300, 4000, 30, 320, 3000]",4
V4R57,"matmul(A,T_BCD)",1652347212.89244,1652347212.965994,"[300, 4000, 30, 320, 3000]",4
V4R10,"matmul(C,D)",1652347212.9669,1652347212.967709,"[300, 4000, 30, 320, 3000]",4
V4R10,"matmul(B,T_CD)",1652347212.967709,1652347212.974041,"[300, 4000, 30, 320, 3000]",4
V4R10,"matmul(A,T_BCD)",1652347212.974041,1652347213.036597,"[300, 4000, 30, 320, 3000]",4
V3R19,"matmul(B,C)",1652347213.037932,1652347213.03869,"[300, 4000, 30, 320, 3000]",4
V3R19,"matmul(T_BC,D)",1652347213.03869,1652347213.094676,"[300, 4000, 30, 320, 3000]",4
V3R19,"matmul(A,T_BCD)",1652347213.094676,1652347213.159055,"[300, 4000, 30, 320, 3000]",4
V3R6,"matmul(B,C)",1652347213.160536,1652347213.161685,"[300, 4000, 30, 320, 3000]",4
V3R6,"matmul(T_BC,D)",1652347213.161685,1652347213.239899,"[300, 4000, 30, 320, 3000]",4
V3R6,"matmul(A,T_BCD)",1652347213.239899,1652347213.302301,"[300, 4000, 30, 320, 3000]",4
V2R65,"matmul(B,C)",1652347213.303554,1652347213.3045,"[300, 4000, 30, 320, 3000]",4
V2R65,"matmul(A,T_BC)",1652347213.3045,1652347213.311584,"[300, 4000, 30, 320, 3000]",4
V2R65,"matmul(T_ABC,D)",1652347213.311584,1652347213.316383,"[300, 4000, 30, 320, 3000]",4
